grade1,grade2,grade3,attendance_rate,study_hours,passed
56,61,53,0.65,8.5,0
98,69,58,0.8,2.0,1
49,86,40,0.77,5.5,1
40,87,47,0.63,7.7,0
67,45,33,0.74,10.5,0
35,57,62,0.53,8.9,0
52,30,71,0.73,3.8,0
76,70,61,0.88,11.8,1
75,77,80,0.86,8.1,1
41,60,33,0.61,6.5,0
42,65,49,0.47,9.6,0
91,62,96,0.88,7.6,1
89,62,97,0.56,8.8,1
72,52,91,0.43,7.8,1
97,89,87,0.67,3.0,1
34,59,76,0.84,7.0,0
66,74,88,0.89,4.1,1
60,68,35,0.99,7.3,0
38,74,69,0.51,2.4,0
80,41,52,0.58,3.6,0
58,61,81,0.77,9.9,1
69,85,33,0.89,5.5,1
70,53,66,0.54,8.4,0
40,42,71,0.65,6.5,0
52,49,73,0.65,4.7,0
30,85,71,0.86,6.4,1
75,82,58,0.54,10.0,1
50,97,48,0.98,4.1,1
65,83,61,0.71,5.6,1
83,63,73,0.57,3.2,0
86,57,84,0.57,4.9,1
30,79,34,0.41,10.7,0
92,31,75,0.82,9.6,1
83,55,74,0.87,5.1,1
84,80,50,0.42,2.5,0
69,76,51,0.75,5.6,1
44,55,59,0.87,9.5,0
50,90,52,0.63,1.5,0
76,52,34,0.66,9.2,0
82,66,92,0.62,8.5,1
38,70,88,0.59,1.7,0
81,81,81,0.69,8.0,0
86,78,94,0.5,4.3,0
55,56,68,0.66,3.0,0
70,35,32,0.97,5.2,0
64,95,71,0.42,3.3,1
92,53,56,0.5,10.1,1
54,67,57,0.87,9.2,0
67,57,83,0.48,11.8,1
31,57,44,0.56,6.9,0
36,95,82,0.67,2.0,0
63,90,99,0.97,5.0,1
46,75,33,0.51,10.2,0
72,98,46,0.95,5.4,1
88,72,63,0.83,6.0,1
80,88,35,0.8,5.5,1
83,31,65,0.83,3.6,0
53,44,68,0.42,1.8,0
54,66,95,0.46,3.0,0
81,49,37,0.6,5.0,0
99,64,44,0.44,3.7,0
62,63,92,0.99,7.3,1
78,60,94,0.75,7.8,1
58,48,88,0.69,7.3,0
92,97,39,0.87,1.9,1
51,53,36,0.99,8.3,0
55,68,41,0.97,5.2,0
57,83,75,0.88,10.7,1
78,68,61,0.63,6.8,1
78,46,61,0.44,1.9,1
49,48,90,0.46,1.1,0
92,77,98,0.4,8.7,0
90,64,90,0.4,5.4,1
78,61,75,0.96,4.2,1
30,76,97,0.96,5.9,1
42,76,84,0.8,1.8,1
80,93,30,0.84,5.3,1
85,75,96,0.71,4.5,1
91,64,78,0.54,9.8,1
61,46,54,0.95,2.9,0
59,71,45,0.57,9.3,0
58,58,42,0.84,6.5,1
78,99,81,0.55,1.9,0
74,46,65,0.92,11.7,1
59,43,73,0.79,9.1,0
45,53,76,0.79,3.9,0
69,86,49,0.46,7.4,1
48,79,47,0.65,10.9,0
47,86,83,0.71,11.2,1
30,90,41,0.58,9.0,0
76,68,54,0.93,9.0,1
95,84,89,0.9,4.1,1
67,65,63,0.7,11.9,1
80,66,42,0.6,3.7,1
92,43,67,0.88,2.0,1
33,56,41,0.52,11.8,0
30,60,65,0.44,2.7,0
37,73,57,0.43,6.7,0
58,97,68,0.42,6.2,1
84,77,72,0.69,10.3,1
32,86,60,0.55,5.4,0
61,51,31,0.81,6.5,0
39,33,71,0.79,1.5,0
63,75,60,0.73,3.3,1
84,88,90,0.61,10.2,1
61,63,85,0.91,6.3,1
79,40,43,0.83,3.5,0
36,60,43,0.56,5.1,0
37,40,58,0.7,4.1,0
94,85,79,0.49,7.1,1
86,67,79,0.6,1.6,0
96,50,92,1.0,3.5,1
88,39,94,0.53,4.9,1
83,55,97,0.82,11.2,1
96,37,40,0.54,7.9,0
80,37,43,0.96,6.5,1
37,89,32,0.59,3.1,0
63,63,37,0.61,7.1,0
64,45,72,0.76,11.2,1
61,42,38,0.75,7.2,0
75,51,48,0.75,2.8,0
45,56,41,0.74,12.0,0
97,93,56,0.59,6.5,1
66,31,87,0.66,4.5,1
83,55,54,0.76,6.5,1
43,98,74,0.8,3.9,1
84,59,77,0.55,1.3,0
77,37,79,0.82,10.8,1
36,67,73,0.95,5.7,0
36,90,88,0.85,9.3,1
62,94,62,0.45,11.7,1
52,96,57,0.68,8.0,0
48,75,47,0.66,8.6,0
48,72,84,0.6,11.4,1
65,88,62,0.69,6.7,1
58,75,44,0.66,4.5,0
89,64,90,0.4,11.1,1
31,68,40,0.54,1.8,0
30,80,65,0.53,3.4,0
76,33,44,0.61,4.8,0
98,80,82,0.5,9.6,1
49,34,91,0.44,10.9,0
40,84,77,0.52,6.0,1
31,49,44,0.91,4.1,0
96,53,92,0.88,4.9,1
41,65,72,0.67,8.2,0
49,63,79,0.93,2.7,1
34,83,89,0.54,7.0,1
66,63,88,0.75,7.5,1
67,46,44,0.49,8.8,0
38,34,58,0.9,7.6,0
82,47,69,0.48,2.1,0
73,84,60,0.42,8.6,1
53,82,40,0.56,1.2,0
59,79,91,0.94,5.3,1
88,74,37,0.48,5.6,0
43,42,80,0.6,2.3,0
38,45,86,0.59,1.1,0
69,42,33,0.88,1.8,0
95,49,65,0.65,5.9,1
54,95,48,0.77,3.6,1
51,76,53,0.64,1.8,0
33,48,70,0.73,3.8,1
55,74,78,0.44,6.8,1
87,66,75,0.62,9.2,1
58,83,65,0.91,5.5,1
66,35,39,0.81,7.7,0
99,43,36,0.99,7.6,0
47,33,41,0.87,10.9,1
71,84,77,0.67,3.0,0
70,63,66,0.81,6.2,1
67,56,65,0.87,8.0,1
63,36,89,0.56,6.7,1
46,32,37,0.44,6.0,0
66,76,36,0.64,11.7,0
54,31,72,0.49,11.4,0
56,54,87,0.57,7.7,1
86,89,75,0.97,5.8,1
60,53,63,0.91,9.3,0
35,44,51,0.76,6.6,0
69,43,50,0.64,12.0,0
41,83,44,0.56,8.5,0
82,35,34,0.74,1.7,0
39,47,46,0.72,5.4,0
74,49,48,0.87,9.0,0
46,91,34,0.96,10.3,0
55,69,52,0.6,9.9,0
91,68,43,0.52,11.7,1
75,81,39,0.64,6.4,1
93,61,60,0.66,2.5,0
31,56,42,0.42,8.2,0
83,81,51,0.92,1.8,1
94,92,66,1.0,11.7,1
80,92,68,0.95,9.3,1
82,46,39,0.92,11.8,0
65,78,60,1.0,5.1,1
55,52,72,0.94,1.2,0
58,42,65,0.81,6.7,0
50,52,64,0.5,2.3,0
40,86,97,0.49,8.5,1
69,91,84,0.43,6.5,1
40,83,97,0.65,9.3,1
65,49,76,0.89,4.2,1
88,81,35,0.69,10.1,1
68,52,57,0.62,8.2,0
83,64,59,0.47,11.9,1
84,96,56,0.43,3.0,0
53,63,98,0.64,1.6,1
51,62,68,0.46,10.4,1
98,75,64,0.46,4.7,1
85,74,73,0.64,5.7,1
62,48,44,0.7,11.2,0
65,44,61,0.51,5.8,0
49,95,58,0.81,4.3,1
91,68,92,0.65,1.7,0
55,47,35,0.46,5.9,0
95,99,56,0.78,8.2,1
69,88,57,0.61,4.0,1
46,61,34,0.43,8.9,0
30,50,70,0.97,6.3,0
90,69,85,0.74,10.4,1
72,56,83,0.69,2.8,0
71,31,47,0.92,9.3,0
54,68,72,0.96,11.3,1
68,85,58,0.53,9.2,0
64,42,39,0.89,5.5,0
32,85,35,0.9,3.5,0
73,95,33,0.43,2.1,0
80,85,63,0.83,8.1,1
41,57,62,0.44,2.6,0
48,93,33,0.76,10.2,0
73,93,73,0.8,11.6,1
88,85,60,0.62,2.5,0
78,70,95,0.93,5.1,1
90,70,87,0.88,11.3,1
46,33,89,0.96,6.2,1
86,86,31,0.59,6.9,1
84,59,65,0.41,9.2,1
76,75,99,0.89,3.3,1
41,85,89,0.53,11.8,0
91,60,52,0.68,9.6,1
37,36,76,0.89,2.8,0
50,83,75,0.53,2.2,1
99,37,73,0.59,11.3,1
54,84,48,0.66,8.5,1
41,98,78,0.56,1.4,0
44,73,87,0.68,2.6,0
88,42,36,0.41,1.5,0
55,49,70,0.53,11.7,0
55,61,44,0.9,6.5,1
76,89,82,0.65,6.1,1
61,79,52,0.78,11.5,1
39,56,94,0.54,6.6,1
45,54,89,0.79,6.7,1
46,81,39,1.0,11.8,0
52,97,87,0.76,2.2,1
55,50,76,0.78,11.8,1
36,47,44,0.47,2.8,0
43,68,38,0.64,6.2,0
36,44,42,0.92,4.7,0
38,82,52,0.9,11.5,0
77,67,62,0.71,6.3,1
88,77,38,0.94,1.3,1
68,81,32,0.49,3.4,1
47,57,54,0.79,5.7,0
88,45,65,0.55,8.4,1
46,45,49,0.79,7.2,0
43,64,83,0.45,10.3,1
60,46,48,0.97,10.1,0
53,81,89,0.87,7.5,1
89,41,66,0.52,7.3,1
74,77,32,0.78,4.1,1
32,51,48,0.86,11.5,0
66,78,82,0.53,1.8,0
72,81,75,0.46,5.4,0
69,30,85,0.61,8.3,1
84,95,99,0.48,11.4,1
68,93,60,0.74,6.5,1
44,37,82,0.65,10.9,0
33,54,63,0.68,2.2,0
54,95,60,0.73,6.8,1
42,99,89,0.99,4.5,1
62,80,40,0.88,9.8,1
45,82,35,0.78,5.9,0
71,44,56,0.62,6.2,0
95,79,36,0.42,1.7,0
84,67,78,0.47,5.8,1
71,69,89,0.84,1.9,1
63,95,62,0.62,4.3,1
59,68,76,0.6,2.4,1
42,46,73,0.93,4.7,0
42,36,56,0.69,3.5,0
47,68,51,0.94,4.1,0
61,97,76,0.93,2.6,1
68,64,77,0.45,5.8,1
75,80,59,0.97,6.5,1
58,76,31,0.45,10.2,0
91,65,44,0.98,6.9,1
91,93,76,0.67,3.5,1
86,42,56,0.86,9.1,1
45,47,56,0.82,4.3,0
85,50,42,0.71,9.3,0
39,94,84,0.77,5.3,1
59,37,46,0.97,6.7,1
54,77,88,0.96,6.5,1
34,72,39,0.79,11.5,0
94,82,62,0.79,2.7,1
78,56,66,0.55,11.3,1
32,48,37,0.9,7.2,0
74,52,62,0.78,11.9,1
43,79,36,0.9,7.3,0
59,80,63,0.79,8.2,1
97,72,36,0.58,9.2,1
47,80,70,0.51,10.0,1
91,98,84,0.45,6.3,1
66,70,36,0.75,8.5,0
54,40,47,0.57,7.8,0
77,81,72,0.78,5.5,1
94,52,69,0.44,10.0,1
82,78,82,0.63,3.1,1
44,67,43,0.56,2.8,0
78,76,50,0.62,9.1,1
97,36,86,0.43,8.0,1
41,95,75,0.83,4.5,1
88,91,55,0.47,8.0,1
66,58,53,0.41,9.5,0
90,67,34,0.97,3.4,1
72,62,71,0.52,7.4,1
99,58,72,0.9,10.1,1
68,52,61,0.98,5.5,1
85,32,35,0.72,7.3,0
92,74,96,0.72,1.9,1
75,37,36,0.62,10.1,0
40,58,58,0.66,9.8,0
91,31,63,0.69,6.0,1
54,79,36,0.49,2.3,0
81,94,87,0.62,8.3,1
33,49,60,0.89,7.3,1
88,81,74,0.51,11.1,1
49,66,76,0.84,4.1,1
92,56,69,0.79,1.4,1
83,76,59,0.43,3.8,0
86,35,91,0.41,5.7,1
70,89,46,0.61,2.7,0
32,74,34,0.82,11.8,0
35,73,30,0.6,3.4,0
34,47,60,0.8,8.5,0
34,94,64,0.8,6.0,1
83,54,59,0.88,7.1,1
76,56,44,0.46,11.3,0
78,36,85,0.75,6.8,1
38,73,89,0.44,4.4,1
49,58,56,0.51,3.4,0
90,73,31,0.6,10.8,1
64,65,93,0.82,11.9,1
79,48,34,0.98,3.8,0
91,35,97,0.61,8.9,1
46,54,42,0.71,6.6,0
32,60,52,0.56,8.7,0
61,38,79,0.81,11.6,0
42,66,66,0.62,4.0,0
97,56,59,0.69,9.1,1
43,42,52,0.74,5.8,0
40,70,63,0.81,8.2,1
85,95,93,0.44,5.5,1
96,53,84,0.73,8.8,1
58,73,38,0.66,4.7,0
38,89,33,0.48,6.4,0
96,38,95,0.52,8.8,1
54,31,62,0.93,1.5,0
71,85,61,0.92,4.6,1
38,59,73,0.42,7.0,0
69,51,66,0.81,1.8,1
54,42,96,0.73,8.7,1
34,45,89,0.96,9.9,0
40,74,88,0.94,2.8,1
88,94,65,0.75,9.1,1
67,40,78,0.48,8.1,1
34,99,80,0.68,5.5,1
77,49,37,0.84,2.8,0
47,92,79,0.97,11.5,1
99,41,70,0.62,6.1,1
66,91,67,0.87,3.0,1
89,71,84,0.81,8.9,1
77,98,97,0.45,7.7,1
57,87,47,0.73,10.0,1
98,34,94,0.51,12.0,0
69,56,93,0.81,1.5,1
74,57,41,0.77,9.1,1
91,55,70,0.98,11.9,1
87,78,71,0.96,6.9,1
96,50,89,0.41,8.9,1
85,30,79,0.45,5.9,1
69,87,65,0.86,4.9,1
69,84,77,0.81,8.7,1
62,55,37,0.88,11.9,0
35,54,54,0.56,2.0,0
48,62,36,0.91,5.6,0
69,98,37,0.67,11.3,0
88,35,60,0.56,2.2,0
88,52,41,0.41,8.2,1
77,59,86,0.92,5.7,1
70,83,95,0.72,5.1,1
42,40,41,0.99,3.3,0
74,60,56,0.83,2.9,1
82,35,75,0.45,6.7,0
71,40,36,0.75,5.2,1
92,41,90,0.41,6.4,1
56,95,87,0.73,3.2,1
67,82,87,0.61,4.9,1
89,65,42,0.79,12.0,1
36,46,82,0.72,5.0,0
34,57,94,0.56,5.5,1
74,51,78,0.5,1.2,0
87,36,64,0.64,5.2,1
60,44,46,0.99,9.4,0
52,40,96,0.66,6.7,0
71,53,39,0.85,8.2,0
39,96,63,0.43,7.1,1
61,59,33,0.63,2.2,0
82,99,58,0.75,4.7,1
59,95,75,0.85,8.6,1
68,90,75,0.72,7.0,1
60,70,88,0.71,8.4,1
31,80,90,0.86,5.0,1
41,73,97,0.59,3.1,1
68,42,95,0.45,10.1,0
95,41,63,0.61,5.1,1
42,38,34,0.5,8.2,0
75,77,38,0.98,5.2,1
56,78,49,0.75,11.2,1
46,82,50,0.67,11.9,0
89,85,46,0.95,8.1,1
93,69,41,0.94,7.6,1
64,53,96,0.65,10.2,1
99,62,34,0.92,6.7,1
59,52,89,0.44,10.6,1
92,83,82,0.93,5.5,1
57,82,81,0.59,1.4,0
89,78,77,0.74,11.2,1
66,78,48,0.56,8.9,1
51,89,46,0.99,6.6,1
97,94,83,0.44,11.4,1
49,61,97,0.67,10.8,1
97,50,64,0.77,2.2,1
93,47,70,0.77,7.9,1
46,89,42,0.84,6.9,1
41,42,62,0.83,9.5,0
51,53,44,0.88,4.3,0
46,59,92,0.54,1.1,1
39,31,44,0.62,3.0,0
94,54,60,0.63,3.3,0
51,79,57,0.97,4.2,1
79,43,39,0.65,5.1,0
43,35,86,0.53,8.8,0
93,59,62,0.78,1.8,1
76,59,36,0.66,6.4,0
58,67,34,0.55,6.5,0
65,87,86,0.83,7.8,1
81,70,69,0.52,4.4,0
36,86,57,0.78,3.9,0
58,65,65,0.66,6.3,1
40,93,85,0.59,8.3,1
62,45,76,0.97,1.5,1
35,43,69,0.59,4.2,0
61,60,88,0.61,9.7,1
80,95,72,0.92,6.3,1
87,97,95,0.48,11.5,1
55,94,38,0.46,10.5,1
75,84,35,0.57,4.8,1
58,69,94,0.75,9.0,1
33,54,32,0.63,4.0,0
42,54,66,0.77,2.9,0
68,32,62,0.5,10.7,0
44,98,38,0.56,4.9,0
58,55,82,0.74,3.2,1
58,69,80,0.53,11.6,1
61,67,55,0.65,1.3,0
31,67,45,0.74,5.0,0
76,97,69,0.98,1.4,1
51,36,80,0.45,6.5,0
56,59,68,0.68,5.4,1
96,48,84,0.64,8.9,0
85,64,65,0.89,11.5,1
50,62,94,0.94,6.7,1
76,62,74,0.94,4.1,1
88,67,38,0.63,10.6,1
35,39,66,0.58,7.6,0
48,86,30,0.67,7.1,0
86,57,95,0.61,3.1,0
98,67,92,0.83,1.4,1
32,45,72,0.53,6.1,0
30,50,57,0.8,6.8,0
87,35,60,0.96,2.4,1
67,70,98,0.57,1.7,0
44,44,37,0.81,3.4,0
63,32,63,0.49,1.7,0
90,72,78,0.47,1.6,1
64,76,87,0.47,5.9,1
93,43,76,0.48,9.9,0
54,95,54,0.53,8.3,1
53,58,32,0.74,8.5,0
41,33,74,0.86,3.9,0
47,55,81,0.48,1.1,1
44,41,63,0.92,6.0,0
56,31,98,0.91,5.1,1
89,46,37,0.84,11.4,0
75,64,56,0.66,1.8,0
46,39,92,0.4,9.5,0
82,72,54,0.84,5.2,1
37,50,87,0.93,10.1,0
56,44,77,0.6,6.4,0
75,64,30,0.83,10.0,0
79,89,37,0.44,6.1,1
32,73,50,0.83,5.4,0
93,34,58,0.44,11.6,0
73,47,59,0.75,5.1,1
82,50,32,0.76,9.9,0
53,80,36,0.58,1.7,0
89,70,40,0.45,1.7,0
32,53,61,0.97,5.8,0
49,53,88,0.72,7.4,1
75,67,41,0.75,7.7,1
44,73,67,0.77,1.4,1
54,86,53,0.93,8.7,1
46,88,94,0.44,2.4,0
38,63,47,0.94,11.5,0
67,52,75,0.54,4.7,0
77,72,85,0.45,3.9,1
89,69,92,0.79,4.2,1
92,76,36,0.99,11.3,1
31,70,95,0.43,6.3,1
40,76,69,0.66,5.8,1
93,49,83,0.72,7.2,1
50,94,60,0.55,11.2,1
47,97,81,0.99,4.4,1
93,53,60,0.78,3.0,1
67,65,63,0.91,7.6,1
61,74,36,0.65,6.4,0
40,31,45,0.61,1.7,0
74,57,51,0.73,6.7,1
62,55,82,0.66,7.2,1
70,52,46,0.83,8.6,0
37,65,33,0.56,12.0,0
40,35,90,0.67,5.6,0
80,64,81,0.94,6.6,1
70,67,64,0.85,1.8,1
46,64,73,0.5,10.1,1
75,82,44,0.93,2.1,1
61,67,90,0.75,11.3,1
83,88,73,0.81,4.8,1
49,72,50,0.58,4.7,0
62,33,76,0.66,4.6,0
69,34,78,0.88,11.5,1
61,97,82,0.6,11.8,1
31,74,56,0.5,11.7,0
62,54,60,0.63,8.8,0
59,40,73,0.44,2.2,0
62,58,61,0.83,5.2,1
55,63,59,0.49,4.2,0
51,43,47,0.57,8.8,0
95,53,92,0.93,6.4,1
67,88,45,0.72,7.8,1
75,68,64,0.59,1.1,0
44,55,91,0.73,9.6,1
73,72,38,0.53,11.5,1
78,65,91,0.42,8.4,1
90,68,68,0.76,10.4,1
96,90,80,0.83,6.3,1
35,45,39,0.93,1.2,0
38,88,81,0.86,11.9,1
35,35,41,0.96,1.6,0
61,85,91,0.99,3.1,1
70,37,32,0.85,1.6,0
37,56,40,0.92,7.9,1
79,56,37,0.8,7.4,0
91,75,52,0.5,3.3,1
91,70,39,0.51,11.5,1
36,54,47,0.47,11.0,0
33,47,68,0.97,4.1,0
35,41,55,0.8,8.2,0
87,80,40,0.87,10.4,1
51,68,39,0.6,5.0,0
55,39,32,0.68,3.8,0
32,83,91,0.42,3.8,1
70,58,90,0.93,10.0,1
89,70,33,0.91,6.1,1
43,38,90,0.87,8.9,0
41,92,37,0.43,8.2,0
41,66,42,0.5,4.4,0
42,43,41,0.6,3.3,0
54,68,64,0.56,2.4,0
74,69,83,0.9,1.3,1
48,83,80,0.52,1.9,0
84,32,72,0.72,3.8,1
74,84,95,0.74,8.8,1
37,62,44,0.66,2.7,0
82,48,78,0.54,6.8,1
84,63,63,0.98,3.7,1
61,79,68,0.65,6.6,1
80,76,55,0.84,9.3,1
73,75,98,0.51,3.9,0
99,85,77,0.89,4.8,1
47,86,80,0.53,9.0,0
51,80,33,0.81,7.0,0
66,83,56,0.7,2.0,1
85,57,71,0.49,9.3,1
88,48,85,0.41,4.1,1
32,56,98,0.96,5.2,1
57,77,47,0.48,3.7,1
64,48,90,0.82,7.0,1
90,80,33,0.79,8.8,1
83,36,30,0.61,9.8,0
92,58,79,0.51,11.1,1
36,72,99,0.51,5.0,1
78,98,49,0.75,11.3,1
60,87,49,0.73,7.8,1
87,37,75,0.93,5.3,1
90,71,56,0.78,10.8,1
53,71,55,0.89,7.4,0
49,42,61,0.42,6.0,0
66,55,39,0.8,1.1,0
33,47,41,0.54,8.9,0
49,71,53,0.55,1.9,0
89,80,80,0.83,4.2,1
53,45,67,0.88,11.6,0
79,32,75,0.62,2.7,1
78,74,37,0.87,4.4,1
80,51,84,0.67,11.3,1
65,52,60,0.91,4.7,0
95,88,45,0.41,4.6,0
63,91,49,0.45,8.1,0
65,97,67,0.87,2.4,1
35,83,44,0.77,11.7,0
68,86,63,0.74,4.0,1
71,52,48,0.77,9.6,0
87,89,98,0.96,4.2,1
41,84,92,0.79,4.0,1
32,92,61,0.79,1.6,1
47,85,66,0.86,2.3,1
69,84,95,0.92,6.7,1
50,54,36,0.56,7.3,0
44,55,77,0.77,10.0,1
55,78,40,0.75,1.7,0
37,92,60,0.48,4.9,1
71,74,73,0.71,3.2,1
73,68,74,0.44,4.9,1
43,94,85,0.51,4.9,0
31,98,61,0.95,4.9,1
66,85,50,0.47,4.4,1
98,38,60,0.75,9.4,1
67,99,30,0.59,8.6,1
70,57,40,0.73,4.8,1
91,74,97,0.54,2.6,1
89,55,65,0.67,6.7,1
43,57,88,0.92,11.1,1
31,69,96,0.63,2.4,0
99,44,85,0.61,9.3,1
46,35,80,0.67,7.6,0
57,56,58,0.46,7.5,0
95,67,31,0.63,11.3,1
64,97,35,0.4,11.5,1
34,93,60,0.7,3.7,1
94,59,83,0.91,9.9,1
69,32,69,0.73,7.8,0
85,91,46,0.76,5.5,1
65,41,34,0.42,8.3,0
74,59,31,0.92,11.5,0
52,67,87,0.63,6.7,1
76,89,41,0.98,11.3,1
60,67,34,0.47,8.1,0
40,44,89,0.97,6.3,0
39,47,70,0.78,8.1,0
96,81,49,0.43,7.6,1
43,58,30,0.98,5.6,0
39,89,85,0.41,7.2,1
30,50,99,0.84,8.7,0
34,46,85,0.93,10.2,0
49,47,83,0.51,4.3,0
37,86,40,0.61,1.2,0
72,66,32,0.74,7.1,0
30,89,57,0.81,6.4,0
86,67,34,0.92,1.6,1
93,41,45,0.86,8.0,1
57,30,60,0.62,11.4,0
66,87,57,0.89,5.4,1
76,32,36,0.98,10.8,0
66,92,38,0.54,9.9,1
78,50,68,0.44,2.8,0
73,52,72,0.66,9.7,1
85,38,56,0.93,6.7,0
57,84,62,0.49,11.1,0
35,48,85,0.93,3.1,0
90,91,31,1.0,2.4,1
49,68,43,0.43,3.7,0
31,56,42,0.7,1.7,0
66,75,53,0.6,4.5,1
49,63,98,0.64,4.1,1
55,62,63,0.67,5.6,0
58,79,48,0.84,6.1,1
30,49,59,0.75,2.6,0
64,69,78,0.98,7.8,1
99,87,72,0.6,3.5,1
88,60,45,0.72,2.3,1
98,67,81,0.89,8.8,1
62,74,78,0.62,1.3,0
80,70,40,0.68,5.1,0
41,38,76,0.81,2.6,0
49,38,64,0.92,10.7,0
82,92,58,0.65,10.1,1
72,51,83,0.72,1.7,1
79,45,52,0.99,7.1,1
58,61,53,0.43,4.2,0
86,95,39,0.67,3.1,1
68,43,90,0.78,4.4,1
85,67,37,0.41,10.0,1
72,37,77,0.76,1.6,1
79,50,58,0.43,8.1,0
52,85,55,0.91,11.0,1
73,75,66,0.88,5.9,1
67,72,81,0.42,10.9,1
52,75,67,0.43,11.0,1
74,77,35,0.85,7.7,1
81,99,37,0.62,6.0,1
79,60,46,0.75,9.1,1
37,62,91,0.56,11.1,0
30,73,63,0.5,8.5,0
37,37,48,0.58,3.3,0
58,31,99,0.55,10.0,1
34,46,66,0.67,11.5,0
76,81,67,0.85,5.5,1
63,74,44,0.73,8.7,1
94,66,69,0.77,6.7,1
84,71,38,0.68,2.2,0
72,73,82,0.59,4.8,0
59,67,99,0.49,2.8,1
46,35,95,0.61,8.4,0
55,97,81,0.8,7.4,1
37,80,30,0.84,1.4,0
76,64,59,0.68,1.7,0
75,87,30,0.79,3.9,1
97,86,68,0.53,9.2,1
62,35,45,0.92,2.4,0
30,42,46,0.92,3.3,0
48,88,51,0.59,11.0,1
60,59,60,0.73,7.0,0
43,31,69,0.76,7.8,0
82,87,56,0.68,6.0,1
77,65,65,0.95,4.3,1
98,74,33,0.84,3.7,1
91,38,98,0.8,7.5,1
95,94,54,0.71,6.2,1
93,79,59,0.45,5.4,1
99,61,76,0.46,8.6,0
92,72,41,0.58,5.4,1
62,83,56,0.53,1.4,0
70,76,74,0.97,10.2,1
77,43,92,0.65,4.5,1
42,77,84,0.93,11.4,1
60,84,59,0.89,10.7,1
97,58,43,0.89,3.6,1
33,76,85,0.53,11.6,1
48,92,48,0.67,10.4,1
99,48,55,0.59,11.8,0
42,38,67,0.98,8.5,0
52,66,98,0.93,11.2,1
30,81,65,0.55,8.6,0
83,86,47,0.59,10.4,0
44,57,86,0.72,7.7,1
94,65,52,0.57,11.2,1
44,93,43,0.89,6.7,0
50,47,98,0.89,9.1,1
48,64,51,0.83,11.1,0
89,97,57,0.81,5.6,1
62,68,72,0.73,1.3,1
78,37,47,0.61,2.2,0
64,44,65,0.9,11.7,0
73,36,36,0.92,10.6,0
40,46,52,0.43,6.3,0
95,93,63,0.64,11.6,1
75,41,50,0.42,3.0,0
38,85,99,0.9,2.2,1
32,75,76,0.51,7.6,1
55,76,82,0.8,5.2,1
77,45,70,0.61,4.7,1
95,98,61,0.89,9.1,1
99,31,43,0.71,2.7,0
57,83,46,0.59,9.6,1
55,56,54,0.59,5.0,0
54,60,93,0.6,11.9,1
41,70,77,0.87,9.9,1
34,65,64,0.83,8.1,0
77,76,66,0.59,3.5,1
66,72,84,0.69,11.5,1
73,94,46,0.45,1.4,0
44,79,57,0.9,3.5,0
72,30,30,0.56,1.4,0
77,86,82,0.93,11.6,1
99,45,84,0.76,10.6,1
75,57,90,0.74,11.5,1
72,51,42,0.5,8.9,0
50,70,76,0.44,1.3,0
52,48,93,0.73,11.2,1
76,79,61,0.68,5.6,1
44,88,57,0.47,5.1,0
54,98,82,0.9,4.1,1
65,63,60,0.65,4.2,1
80,68,37,0.56,9.8,1
44,36,54,0.87,3.8,0
97,81,62,0.95,3.4,1
50,89,97,0.58,8.7,1
42,81,36,0.87,4.2,0
48,53,95,0.79,1.1,1
63,55,75,0.99,11.2,1
97,39,34,0.52,4.4,0
81,46,46,0.98,9.4,0
56,31,81,0.59,6.2,0
58,56,41,0.65,2.5,0
57,77,91,0.62,8.3,1
64,38,64,0.56,3.5,0
37,52,91,0.82,4.2,0
45,56,50,0.75,1.4,0
65,72,95,0.58,1.2,0
59,36,82,0.48,6.6,0
47,92,50,0.59,1.6,1
31,73,44,0.63,3.3,0
78,68,52,0.63,11.2,1
33,69,60,0.61,1.9,0
36,36,83,0.43,4.2,0
68,99,84,0.68,9.0,1
42,54,55,0.9,10.7,0
60,88,82,0.51,1.5,1
92,42,95,0.49,3.0,1
85,91,68,0.68,5.3,1
71,37,36,0.62,5.0,0
90,74,68,0.74,4.2,1
71,47,61,0.97,3.7,0
85,89,55,0.86,4.0,1
65,89,58,0.81,2.5,1
97,31,54,0.65,2.8,0
36,95,85,0.57,7.7,1
83,43,60,0.72,4.2,1
30,77,95,0.93,5.4,1
73,85,31,0.93,5.5,1
74,41,76,0.67,2.2,1
76,84,58,0.55,10.0,1
42,57,78,0.54,11.5,0
51,33,61,0.42,3.9,0
50,65,59,0.91,4.2,0
38,79,44,0.56,8.6,0
55,32,91,0.62,1.9,0
38,30,46,0.89,11.0,0
44,46,51,0.47,2.3,0
39,91,59,0.68,9.1,1
71,77,45,0.47,4.2,1
53,91,81,0.67,4.6,1
78,98,37,0.43,2.5,0
55,48,93,0.71,8.1,1
66,63,68,0.88,9.7,1
97,78,60,0.81,11.5,1
79,76,41,0.71,4.6,1
53,79,62,0.9,7.8,1
48,55,87,0.54,5.6,1
89,85,41,0.9,7.1,1
68,43,54,0.57,2.8,0
47,54,67,0.62,7.4,0
48,33,77,0.48,10.3,0
65,61,84,0.46,10.5,1
84,94,32,0.96,6.3,1
98,90,98,0.51,3.6,0
76,49,64,0.6,10.2,1
78,39,80,0.72,12.0,1
62,63,56,0.61,5.1,1
